name,id,align,eye,hair,sex,alive,appearances,first appearance,year
felicia hardy (earth-616),public identity,bad characters,,blond hair,female characters,living characters,332.0,jul-79,1979.0
gina dyson (earth-616),public identity,,,brown hair,female characters,living characters,9.0,sep-89,1989.0
dean swayvrick (earth-616),public identity,neutral characters,,black hair,male characters,deceased characters,3.0,jan-94,1994.0
living brain (earth-616),,neutral characters,yellow eyes,no hair,agender characters,living characters,32.0,jan-64,1964.0
general obsidian (earth-616),secret identity,bad characters,black eyes,no hair,male characters,living characters,5.0,nov-94,1994.0
piecemeal (mutate 416) (earth-616),secret identity,bad characters,red eyes,red hair,male characters,living characters,2.0,may-93,1993.0
kroda (earth-616),public identity,bad characters,,bald,male characters,living characters,12.0,aug-65,1965.0
edward leeds (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,181.0,nov-64,1964.0
harvey jessup (earth-616),,bad characters,,grey hair,male characters,living characters,2.0,aug-86,1986.0
king of castle island (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,1.0,mar-43,1943.0
kamorr (earth-616),,good characters,black eyes,brown hair,male characters,living characters,5.0,jul-72,1972.0
ramon de rico (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,9.0,apr-75,1975.0
nebula (earth-616),secret identity,bad characters,blue eyes,bald,female characters,living characters,56.0,jul-85,1985.0
number nine (earth-616),,good characters,blue eyes,blond hair,female characters,living characters,14.0,oct-89,1989.0
richard dennison (earth-616),secret identity,bad characters,orange eyes,no hair,male characters,living characters,7.0,may-98,1998.0
joseph kragowski (earth-616),,good characters,,,male characters,living characters,2.0,jul-77,1977.0
allatou (earth-616),,bad characters,red eyes,green hair,female characters,living characters,7.0,oct-74,1974.0
umar (earth-616),public identity,bad characters,green eyes,black hair,female characters,living characters,48.0,nov-66,1966.0
j.r. van de kalb (earth-616),public identity,,,grey hair,male characters,living characters,1.0,jul-80,1980.0
friendless (earth-616),secret identity,bad characters,red eyes,white hair,male characters,living characters,4.0,nov-11,2011.0
carol harding (earth-616),no dual identity,good characters,,,female characters,living characters,2.0,jun-76,1976.0
ganymede (spinsterhood) (earth-616),secret identity,good characters,yellow eyes,black hair,female characters,living characters,12.0,may-93,1993.0
arrowhead (earth-616),secret identity,good characters,,black hair,male characters,living characters,13.0,apr-54,1954.0
foxbat (earth-616),secret identity,,red eyes,brown hair,male characters,deceased characters,11.0,apr-91,1991.0
lindsay (earth-616),public identity,,brown eyes,brown hair,male characters,living characters,2.0,aug-07,2007.0
danielle forte (earth-616),secret identity,bad characters,pink eyes,no hair,female characters,living characters,9.0,oct-90,1990.0
mute (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,1.0,nov-75,1975.0
gilpetperdon (earth-616),secret identity,bad characters,gold eyes,gold hair,male characters,living characters,16.0,may-85,1985.0
ryan (earth-616),public identity,,,grey hair,male characters,living characters,2.0,sep-76,1976.0
medusalith amaquelin (earth-616),public identity,good characters,green eyes,red hair,female characters,living characters,382.0,mar-65,1965.0
lord i (earth-616),,,one eye,,male characters,living characters,3.0,aug-74,1974.0
dai kumo (earth-616),,bad characters,,no hair,male characters,living characters,4.0,sep-90,1990.0
adam neramani (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,21.0,oct-93,1993.0
wendigo (american) (earth-616),secret identity,bad characters,green eyes,white hair,,living characters,3.0,jan-09,2009.0
miklos vryolak (earth-616),secret identity,,,brown hair,male characters,deceased characters,2.0,apr-70,1970.0
bull mcgiveney (earth-616),public identity,,,black hair,male characters,living characters,26.0,may-64,1964.0
meredith mccall (earth-616),secret identity,good characters,blue eyes,brown hair,female characters,living characters,14.0,aug-70,1970.0
general skul (earth-616),no dual identity,,green eyes,black hair,male characters,deceased characters,6.0,sep-84,1984.0
joshua crown (earth-616),,bad characters,,,male characters,living characters,1.0,jun-46,1946.0
michael d. allred (earth-616),public identity,neutral characters,,,male characters,living characters,2.0,,
georges tarragh (earth-616),public identity,bad characters,,brown hair,male characters,living characters,1.0,feb-44,1944.0
anti-venom (symbiote) (earth-616),,good characters,red eyes,no hair,agender characters,deceased characters,19.0,oct-08,2008.0
frisky martin (earth-616),public identity,bad characters,,red hair,male characters,living characters,1.0,jan-86,1986.0
anthos (pheragot) (earth-616),no dual identity,,,black hair,male characters,living characters,1.0,dec-89,1989.0
big mother (earth-616),secret identity,bad characters,yellow eyes,no hair,female characters,living characters,5.0,aug-01,2001.0
cindy knutz (earth-616),no dual identity,good characters,blue eyes,auburn hair,female characters,living characters,4.0,aug-95,1995.0
adam wright (earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,living characters,2.0,jan-91,1991.0
blake (a.i.m.) (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,9.0,sep-09,2009.0
cyrus black (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,5.0,jun-73,1973.0
jillian (earth-616),secret identity,bad characters,yellow eyes,blue hair,female characters,living characters,6.0,oct-03,2003.0
anna frankenstein (earth-616),no dual identity,bad characters,,brown hair,female characters,deceased characters,1.0,jun-44,1944.0
ebrok (earth-616),,,,,male characters,living characters,2.0,jun-74,1974.0
carl burgos (earth-616),public identity,good characters,,black hair,male characters,living characters,2.0,aug-42,1942.0
walter declun (earth-616),,bad characters,,brown hair,male characters,living characters,16.0,jul-06,2006.0
charlton grundge (earth-616),no dual identity,neutral characters,,,male characters,living characters,3.0,dec-75,1975.0
roger phillips (earth-616),secret identity,bad characters,,strawberry blond hair,male characters,living characters,4.0,jan-71,1971.0
toro (atlantean) (earth-616),public identity,neutral characters,,black hair,male characters,living characters,1.0,nov-40,1940.0
curtis carr (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,24.0,aug-73,1973.0
nina da costa (earth-616),public identity,good characters,,red hair,female characters,living characters,9.0,sep-83,1983.0
bends (masked raider) (earth-616),no dual identity,bad characters,,,male characters,deceased characters,1.0,oct-39,1939.0
black knight (robot) (earth-616),,good characters,,,,living characters,3.0,mar-76,1976.0
general nikki (earth-616),public identity,bad characters,,grey hair,male characters,deceased characters,1.0,sep-43,1943.0
grace (mannite) (earth-616),secret identity,good characters,,blue hair,female characters,living characters,5.0,sep-99,1999.0
wayne logan (earth-616),,good characters,,,male characters,living characters,4.0,jun-74,1974.0
emma frost (earth-616),public identity,neutral characters,blue eyes,brown hair,female characters,living characters,880.0,jan-80,1980.0
blacklash (thunderbolts) (earth-616),secret identity,bad characters,,,male characters,living characters,2.0,sep-06,2006.0
yasir (earth-616),,bad characters,,,male characters,living characters,2.0,feb-88,1988.0
eagle (matt slade) (earth-616),public identity,good characters,,grey hair,male characters,living characters,6.0,jul-56,1956.0
gunnhild (earth-616),,good characters,,red hair,female characters,living characters,32.0,dec-84,1984.0
kurt klemmer (earth-616),,bad characters,,,male characters,living characters,1.0,jan-77,1977.0
andrea roarke (earth-616),secret identity,bad characters,variable eyes,blond hair,female characters,living characters,24.0,jul-96,1996.0
jasper sitwell (earth-616),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,134.0,may-66,1966.0
reno (earth-616),,bad characters,,,male characters,living characters,6.0,apr-91,1991.0
abu ho dadi (earth-616),secret identity,,,,male characters,living characters,1.0,aug-77,1977.0
tyrannix the abominoid (legion personality) (earth-616),secret identity,neutral characters,red eyes,no hair,male characters,living characters,16.0,jan-13,2013.0
barbara gruber (earth-616),secret identity,bad characters,,auburn hair,female characters,living characters,3.0,jun-94,1994.0
annie (lmd) (earth-616),secret identity,good characters,green eyes,red hair,female characters,living characters,19.0,may-11,2011.0
menoetius (earth-616),public identity,bad characters,black eyes,,male characters,living characters,2.0,jan-76,1976.0
rafe scanlon (earth-616),secret identity,bad characters,brown eyes,bald,male characters,deceased characters,5.0,jul-98,1998.0
ghost (zero) (earth-616),,neutral characters,,,male characters,deceased characters,3.0,may-61,1961.0
xarus (earth-616),secret identity,bad characters,red eyes,blond hair,male characters,deceased characters,9.0,aug-10,2010.0
aegir (earth-616),no dual identity,,,,male characters,living characters,2.0,may-81,1981.0
sasha yamir (earth-616),public identity,neutral characters,,black hair,female characters,living characters,2.0,feb-91,1991.0
burglar (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,137.0,aug-62,1962.0
marci sabol (earth-616),secret identity,neutral characters,brown eyes,blond hair,female characters,deceased characters,6.0,jul-09,2009.0
helmut gruler (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,17.0,dec-78,1978.0
markus ettlinger (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,9.0,jul-91,1991.0
gideon blaine (earth-616),,,,brown hair,male characters,living characters,1.0,oct-75,1975.0
richard earle amtower iv (earth-616),secret identity,bad characters,,bald,male characters,living characters,4.0,aug-09,2009.0
helleyes (earth-616),secret identity,bad characters,variable eyes,no hair,male characters,living characters,5.0,jun-75,1975.0
agent q (earth-616),secret identity,,,,male characters,living characters,1.0,sep-72,1972.0
berserker (android) (earth-616),,bad characters,,,male characters,deceased characters,4.0,may-75,1975.0
robert jema (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,6.0,may-11,2011.0
