name,id,align,eye,hair,sex,alive,appearances,timeline
daisy johnson (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,75.0,2004-07-01
temujai (robot) (earth-616),not-available,neutral characters,not-available,not-available,male characters,living characters,1.0,1956-12-01
cain (abel) (earth-616),no dual identity,neutral characters,not-available,black hair,male characters,living characters,2.0,2002-06-01
carrie bradley (earth-616),public identity,not-available,not-available,red hair,female characters,living characters,5.0,1995-11-01
krueger (earth-616),secret identity,bad characters,not-available,white hair,male characters,living characters,5.0,2000-07-01
felicia hardy (earth-616),public identity,bad characters,not-available,blond hair,female characters,living characters,332.0,1979-07-01
gina dyson (earth-616),public identity,not-available,not-available,brown hair,female characters,living characters,9.0,1989-09-01
dean swayvrick (earth-616),public identity,neutral characters,not-available,black hair,male characters,deceased characters,3.0,1994-01-01
living brain (earth-616),not-available,neutral characters,yellow eyes,no hair,agender characters,living characters,32.0,1964-01-01
general obsidian (earth-616),secret identity,bad characters,black eyes,no hair,male characters,living characters,5.0,1994-11-01
piecemeal (mutate 416) (earth-616),secret identity,bad characters,red eyes,red hair,male characters,living characters,2.0,1993-05-01
kroda (earth-616),public identity,bad characters,not-available,bald,male characters,living characters,12.0,1965-08-01
edward leeds (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,181.0,1964-11-01
harvey jessup (earth-616),not-available,bad characters,not-available,grey hair,male characters,living characters,2.0,1986-08-01
king of castle island (earth-616),secret identity,bad characters,not-available,brown hair,male characters,deceased characters,1.0,1943-03-01
kamorr (earth-616),not-available,good characters,black eyes,brown hair,male characters,living characters,5.0,1972-07-01
ramon de rico (earth-616),secret identity,bad characters,not-available,brown hair,male characters,deceased characters,9.0,1975-04-01
nebula (earth-616),secret identity,bad characters,blue eyes,bald,female characters,living characters,56.0,1985-07-01
number nine (earth-616),not-available,good characters,blue eyes,blond hair,female characters,living characters,14.0,1989-10-01
richard dennison (earth-616),secret identity,bad characters,orange eyes,no hair,male characters,living characters,7.0,1998-05-01
joseph kragowski (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,2.0,1977-07-01
allatou (earth-616),not-available,bad characters,red eyes,green hair,female characters,living characters,7.0,1974-10-01
umar (earth-616),public identity,bad characters,green eyes,black hair,female characters,living characters,48.0,1966-11-01
j.r. van de kalb (earth-616),public identity,not-available,not-available,grey hair,male characters,living characters,1.0,1980-07-01
friendless (earth-616),secret identity,bad characters,red eyes,white hair,male characters,living characters,4.0,2011-11-01
carol harding (earth-616),no dual identity,good characters,not-available,not-available,female characters,living characters,2.0,1976-06-01
ganymede (spinsterhood) (earth-616),secret identity,good characters,yellow eyes,black hair,female characters,living characters,12.0,1993-05-01
arrowhead (earth-616),secret identity,good characters,not-available,black hair,male characters,living characters,13.0,1954-04-01
foxbat (earth-616),secret identity,not-available,red eyes,brown hair,male characters,deceased characters,11.0,1991-04-01
lindsay (earth-616),public identity,not-available,brown eyes,brown hair,male characters,living characters,2.0,2007-08-01
danielle forte (earth-616),secret identity,bad characters,pink eyes,no hair,female characters,living characters,9.0,1990-10-01
mute (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,1.0,1975-11-01
gilpetperdon (earth-616),secret identity,bad characters,gold eyes,gold hair,male characters,living characters,16.0,1985-05-01
ryan (earth-616),public identity,not-available,not-available,grey hair,male characters,living characters,2.0,1976-09-01
medusalith amaquelin (earth-616),public identity,good characters,green eyes,red hair,female characters,living characters,382.0,1965-03-01
lord i (earth-616),not-available,not-available,one eye,not-available,male characters,living characters,3.0,1974-08-01
dai kumo (earth-616),not-available,bad characters,not-available,no hair,male characters,living characters,4.0,1990-09-01
adam neramani (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,21.0,1993-10-01
wendigo (american) (earth-616),secret identity,bad characters,green eyes,white hair,not-available,living characters,3.0,2009-01-01
miklos vryolak (earth-616),secret identity,not-available,not-available,brown hair,male characters,deceased characters,2.0,1970-04-01
bull mcgiveney (earth-616),public identity,not-available,not-available,black hair,male characters,living characters,26.0,1964-05-01
meredith mccall (earth-616),secret identity,good characters,blue eyes,brown hair,female characters,living characters,14.0,1970-08-01
general skul (earth-616),no dual identity,not-available,green eyes,black hair,male characters,deceased characters,6.0,1984-09-01
joshua crown (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1946-06-01
michael d. allred (earth-616),public identity,neutral characters,not-available,not-available,male characters,living characters,2.0,not-available
georges tarragh (earth-616),public identity,bad characters,not-available,brown hair,male characters,living characters,1.0,1944-02-01
anti-venom (symbiote) (earth-616),not-available,good characters,red eyes,no hair,agender characters,deceased characters,19.0,2008-10-01
frisky martin (earth-616),public identity,bad characters,not-available,red hair,male characters,living characters,1.0,1986-01-01
anthos (pheragot) (earth-616),no dual identity,not-available,not-available,black hair,male characters,living characters,1.0,1989-12-01
big mother (earth-616),secret identity,bad characters,yellow eyes,no hair,female characters,living characters,5.0,2001-08-01
cindy knutz (earth-616),no dual identity,good characters,blue eyes,auburn hair,female characters,living characters,4.0,1995-08-01
adam wright (earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,living characters,2.0,1991-01-01
blake (a.i.m.) (earth-616),secret identity,bad characters,not-available,black hair,male characters,deceased characters,9.0,2009-09-01
cyrus black (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,5.0,1973-06-01
jillian (earth-616),secret identity,bad characters,yellow eyes,blue hair,female characters,living characters,6.0,2003-10-01
anna frankenstein (earth-616),no dual identity,bad characters,not-available,brown hair,female characters,deceased characters,1.0,1944-06-01
ebrok (earth-616),not-available,not-available,not-available,not-available,male characters,living characters,2.0,1974-06-01
carl burgos (earth-616),public identity,good characters,not-available,black hair,male characters,living characters,2.0,1942-08-01
walter declun (earth-616),not-available,bad characters,not-available,brown hair,male characters,living characters,16.0,2006-07-01
charlton grundge (earth-616),no dual identity,neutral characters,not-available,not-available,male characters,living characters,3.0,1975-12-01
